Station|Fontaine les Balmes|Fontaine les Balmes|Fontaine les Balmes|Fontaine les Balmes|Saint-Martin d'Heres|Saint-Martin d'Heres|Saint-Martin d'Heres|Saint-Martin d'Heres|Grenoble Rocade Sud|Grenoble Rocade Sud|Grenoble Rocade Sud|Grenoble Rocade Sud|Grenoble Rocade Sud|Grenoble Rocade Sud|Grenoble Rocade Sud|Grenoble Rocade Sud|Grenoble Rocade Sud|Grenoble Rocade Sud|Grenoble Rocade Sud|Grenoble Rocade Sud|Grenoble Rocade Sud|Grenoble les Frenes|Grenoble les Frenes|Grenoble les Frenes|Grenoble les Frenes|Grenoble les Frenes|Grenoble les Frenes|Grenoble les Frenes|Grenoble les Frenes|Grenoble les Frenes|Grenoble les Frenes|Grenoble les Frenes|Grenoble les Frenes|Grenoble les Frenes|Grenoble les Frenes|Grenoble les Frenes|Grenoble les Frenes|Grenoble les Frenes|Grenoble les Frenes|Grenoble les Frenes|Grenoble les Frenes|Grenoble les Frenes|Grenoble les Frenes|Grenoble les Frenes|Grenoble les Frenes|Grenoble les Frenes|Grenoble les Frenes|Grenoble les Frenes|Grenoble les Frenes|Grenoble les Frenes|Grenoble les Frenes|Grenoble les Frenes|Grenoble les Frenes|Grenoble Grands Boulevards|Grenoble Grands Boulevards|Grenoble Grands Boulevards
déc-08|39|19|7|31|46|35|6|33|-|-|-|-|-|-|-|67|-|87|38|28|-|1,9|0,7|7,6|1,8|0,77|1,23|1,91|1,84|0,71|0,2|3|0,3|11,4|0,14|40|5|0,7|0,87|1,7|6,5|0,1|21|2|0,8|7|33|30|7,1|0,1|3,6|1|37,2|63|67|38
janv-09|42|20|13|48|51|39|14|51|-|-|-|-|-|-|-|68|-|81|57|45|-|1,9|1|6,7|2|0,77|1,13|1,63|1,37|0,66|0,4|3,4|0,5|14,7|0,1|44|4|0,7|0,63|1,7|11,9|0,1|23|2,7|0,8|12|50|37|11|0,1|3,8|2|42,4|67|63|56
févr-09|31|7|30|30|39|18|25|34|-|-|-|-|-|-|-|62|-|67|42|27|-|1,7|0,5|5,5|1,3|0,32|0,56|0,96|0,98|0,35|0,2|2,7|0,3|10,8|0,13|31|3|0,5|0,43|1,2|13,8|0,1|9|2,3|0,6|24|33|25|9,3|0,1|2,5|1,8|53,6|62|41|38
mars-09|27|4|33|31|31|11|43|30|-|-|-|-|-|-|-|61|-|54|40|25|-|1,4|0,4|4,6|1|0,11|0,25|0,4|0,25|0,16|0,2|2|0,4|9|0,03|26|2|0,4|0,27|1|5,3|0,1|4|1,4|0,5|39|31|20|4,9|0,1|2,3|0,9|25,3|60|33|36
avr-09|20|2|50|29|19|3|60|29|-|-|-|-|-|-|-|57|-|44|38|25|-|1,6|0,4|4,1|0,8|0,01|0,07|0,15|0,09|0,05|0,1|1,8|0,3|7,4|0,02|19|2|0,4|0,1|0,9|4|0,1|2|1,4|0,4|54|29|19|5|0,1|2,1|1,2|32,3|52|25|33
mai-09|16|1|55|30|18|1|62|30|-|-|-|-|-|-|-|51|-|37|31|18|-|1,3|0,3|4,5|0,6|0,02|0,03|0,07|0,02|0,03|0,1|1,8|0,4|7,6|0,01|17|2|0,4|0,05|1,1|5,9|0,1|1|1,4|0,5|59|30|18|4,3|0,1|2,6|1,6|19,5|47|19|30
juin-09|13|1|56|25|14|1|67|25|-|-|-|-|-|-|-|44|-|34|25|16|-|1,5|0,2|3,8|0,6|0,06|0,08|0,14|0,06|0,05|0,1|1,7|0,3|7,2|0,02|13|1|0,4|0,12|0,9|5,4|0,1|1|1,1|0,4|57|25|-|4,6|0,1|2,4|1|33,6|48|20|25
juil-09|12|1|59|23|13|1|70|24|-|-|-|-|-|-|-|45|-|33|27|16|-|1|0,2|4,1|0,6|0,03|0,03|0,06|0,03|0,03|0,1|1,3|0,2|5,2|0,01|11|1|0,4|0,06|1|4,5|0,1|0|1|0,4|60|23|19|2,7|0,1|2,2|1|14,6|50|17|26
août-09|13|1|56|23|16|1|66|23|-|-|-|-|-|-|-|50|-|26|-|16|-|1,4|0,3|5,2|0,7|0,04|0,03|0,07|0,04|0,03|0,1|1,9|0,2|8,2|0,01|14|1|0,5|0,06|1,3|4,8|0,1|1|1,2|0,5|57|24|18|4|0,1|2,5|1,1|17,7|45|13|24
sept-09|18|4|-|31|23|3|40|28|-|-|-|-|-|-|-|63|-|43|32|21|-|2|0,8|8,2|0,9|0,07|0,08|0,13|0,08|0,05|0,2|2,9|0,3|14,9|0,02|18|0|0,7|0,12|1,8|8,6|0,1|3|2|0,8|-|30|19|12,1|0,1|3,5|1|48,8|50|31|35
oct-09|25|7|32|29|31|14|25|32|-|-|-|-|-|-|-|54|-|65|30|22|-|3,5|0,6|8,5|1|0,14|0,21|0,3|0,17|0,12|0,2|3,4|0,3|15,2|0,03|23|2|0,8|0,21|2,1|11,1|0,1|7|2,3|0,9|24|31|20|8,5|0,1|3,1|1,3|55,8|58|52|36
nov-09|36|21|19|31|40|36|12|35|-|-|-|-|-|-|-|57|-|81|33|25|-|3,2|0,7|10,6|1,6|0,53|0,78|1,02|0,59|0,44|0,3|4,1|0,4|18,7|0,07|34|4|1,1|0,74|3,1|15,6|0,1|24|2,8|1,3|14|34|26|11,9|0,1|5,5|1,8|79,4|64|78|46
déc-09|35|14|18|28|41|22|11|32|-|-|-|-|-|-|-|59|-|79|-|25|-|2,3|0,5|6,2|1,5|0,88|1,03|1,4|0,79|0,61|0,2|2,6|0,2|13,2|0,13|34|3|0,6|1,13|1,6|5,7|0,1|18|1,5|0,7|11|30|-|7,5|0,1|3|0,9|37,1|63|62|34
janv-10|46|17|16|35|54|37|10|38|-|-|-|-|-|-|-|61|-|75|45|-|-|2,9|0,7|6,8|1,8|1,27|1,3|1,89|1,06|0,79|0,2|5|0,3|14,6|0,17|39|4|0,5|1,2|1,3|7,7|0,1|24|4,4|0,6|9|36|-|9,1|0,1|2,9|2,8|51,7|71|70|44
févr-10|39|9|33|30|45|12|27|31|-|-|-|-|-|-|-|58|-|58|43|31|-|1,5|0,9|5|1,9|0,69|0,78|1,13|0,65|0,48|0,2|3,4|0,2|11,4|0,07|34|3|0,5|0,69|1,2|9,5|0,2|10|2,8|0,6|23|33|27|11,9|0,1|3|2|56,3|69|47|42
mars-10|23|4|49|28|36|7|39|34|-|-|-|-|-|-|-|54|-|53|46|27|-|1,5|0,4|7,2|1,2|0,25|0,34|0,55|0,3|0,22|0,1|2,2|0,2|10,6|0,04|30|2|0,5|0,35|1,2|6,2|-|10|1,7|0,6|34|31|23|8,4|0,1|2,4|1,7|31,6|58|35|39
avr-10|20|2|72|25|24|3|63|-|-|-|-|-|-|-|-|48|-|43|35|21|-|1,8|0,6|7,4|0,9|0,07|0,09|0,18|0,1|0,06|0,2|4,3|0,2|9,3|0,02|23|2|0,6|0,12|1,6|6,8|-|3|3,8|0,7|55|24|17|7|0,1|2,9|1,2|32,9|53|25|31
mai-10|15|2|56|20|19|1|52|17|-|-|-|-|-|-|-|42|-|43|-|19|-|1,5|0,4|5,5|0,7|0,05|0,06|0,16|0,07|0,05|0,1|2,5|0,2|8|0,01|20|1|0,4|0,09|1,2|4,5|-|1|1,7|0,5|50|18|13|8,1|0,1|2|0,8|22,3|47|28|27
juin-10|12|2|68|23|19|1|63|22|-|-|-|-|-|-|-|44|-|39|29|-|-|1,6|0,3|4,5|0,6|0,03|0,04|0,1|0,05|0,03|0,1|2,3|0,2|8,6|0,02|14|1|0,5|0,06|1,4|6|-|1|1,2|0,6|52|21|14|5,7|0,1|2,3|1,3|38,8|50|25|-
juil-10|10|1|85|26|14|1|82|24|-|-|-|-|-|-|-|44|-|31|33|21|-|6,3|0,4|6,4|0,7|0,13|0,1|0,28|0,2|0,11|0,2|2,3|0,2|14|0,04|13|1|0,6|0,21|1,6|6,7|-|0|1,6|0,6|69|24|18|8,8|0,1|2,3|1,6|47,8|51|21|-
août-10|10|1|61|17|16|2|55|18|-|-|-|-|-|-|-|41|-|33|27|16|-|2,2|0,2|6,4|0,7|0,03|0,03|0,09|0,03|0,02|0,1|2,8|0,2|10,9|0,01|17|0|0,5|0,04|1,3|3,7|-|1|2|0,6|46|18|16|5,6|0,1|2,3|0,7|20,9|44|20|-
sept-10|15|3|50|17|23|5|38|17|-|-|-|-|-|-|-|46|-|50|40|16|-|2,9|0,5|14,6|0,7|0,06|0,06|0,13|0,06|0,05|0,1|3,6|0,2|13,9|0,01|19|1|0,5|0,07|1,5|7,6|-|4|2,1|0,6|34|20|16|13,3|0,1|2,6|1,2|40|55|34|-
oct-10|22|8|28|23|28|14|22|21|-|-|-|-|-|-|-|42|-|58|37|20|-|3,7|0,6|10,2|1|0,14|0,17|0,3|0,16|0,11|0,2|4,8|0,3|17,9|0,02|22|2|0,5|0,25|1,3|9,2|-|8|3,9|0,5|23|26|22|10,5|0,1|2,8|1,5|42,8|56|47|-
nov-10|28|12|22|19|37|23|18|23|-|-|-|-|-|-|-|51|-|71|28|19|-|2,2|0,5|11|1,1|0,32|0,43|0,6|0,35|0,26|0,1|3,9|0,3|15|0,05|28|3|0,4|0,43|1|7,3|-|14|3,5|0,5|17|22|-|9,8|0,1|2,4|0,7|37|54|55|-
déc-10|40|21|17|28|48|30|13|30|-|-|-|-|-|-|-|60|-|90|39|29|-|3,7|0,9|20,2|1,7|0,99|1,17|1,44|0,94|0,63|0,2|7,4|0,6|15,1|0,1|37|5|0,5|1,03|1,4|14,6|-|24|5,1|0,7|-|33|-|12,7|0,1|3|2,6|61,2|66|67|-
janv-11|36|17|21|35|44|34|16|41|-|-|-|-|-|-|-|50|-|76|49|34|-|2,6|1,7|9,4|-|0,78|0,94|1,2|0,8|0,52|0,3|4,8|0,6|22,1|0,07|33|6|-|0,77|-|12,5|-|21|6|-|14|41|30|14,9|0,1|-|3,9|50,8|63|61|47
févr-11|39|15|24|41|52|32|17|49|-|-|-|-|-|-|-|65|-|86|61|39|-|3,5|1,1|8,2|-|1,18|1,27|1,59|1,01|0,63|0,2|3,6|0,4|23,5|0,1|37|5|-|0,95|-|10,1|-|21|4,1|-|16|-|39|19,7|0,1|-|3,2|49,4|69|61|54
mars-11|28|5|42|34|37|10|30|36|-|-|-|-|-|-|-|55|-|54|48|33|-|2,3|0,5|16,6|-|0,21|0,28|0,5|0,31|0,21|0,1|2,9|0,3|13,7|0,02|22|2|-|0,31|-|7,3|-|12|2,2|-|28|37|29|10,4|0,1|-|1,3|33,5|61|36|42
avr-11|14|2|-|23|21|4|59|22|-|-|-|-|-|-|-|44|-|37|31|18|-|1,8|0,5|12,7|-|0,05|0,05|0,15|0,07|0,05|0,1|4,3|0,6|11,7|0,01|14|2|-|0,08|-|8,3|-|6|5,1|-|55|22|13|7|0,1|-|1,5|30,8|49|22|31
mai-11|10|1|-|19|16|2|63|17|-|-|-|-|-|-|-|44|-|34|28|17|-|2,1|0,4|9,9|-|0,03|0,03|0,1|0,05|0,03|0,1|3,5|0,8|9,5|0,01|11|1|-|0,07|-|6,7|-|4|3,3|-|62|19|13|4,4|0,1|-|1,2|26,8|46|18|28
juin-11|12|1|63|15|15|2|50|12|-|-|-|-|-|-|-|40|-|35|24|14|-|6|0,4|8,7|-|0,03|0,04|0,08|0,04|0,03|0,1|-|2,4|11|0,01|10|1|-|0,05|-|4,3|-|4|1,9|-|50|17|16|3,2|0,1|-|0,8|21,4|41|20|21
juil-11|12|1|64|15|14|2|44|13|-|-|-|-|-|-|-|43|-|36|23|14|-|1,2|0,3|10,1|-|0,02|0,02|0,07|0,02|0,02|0,1|-|0,2|7,5|0,02|11|1|-|0,06|-|5,1|-|4|2,2|-|53|17|13|4,1|0,1|-|1,1|24,3|43|20|20
août-11|11|1|69|21|14|2|61|16|-|-|-|-|-|-|-|37|-|27|30|15|-|1,2|0,3|10,3|-|0,02|0,03|0,09|0,03|0,03|0,1|-|0,3|8,5|0,01|12|0|-|0,05|-|6,8|-|4|3,2|-|57|23|17|3,6|0,1|-|1,8|18,4|43|14|25
sept-11|17|3|43|20|22|6|35|16|-|-|-|-|-|-|-|45|-|43|25|16|-|1,4|0,3|11,9|-|0,05|0,05|0,12|0,06|0,04|0,1|-|0,3|11,4|0,01|20|0|-|0,09|-|7,4|-|5|3,2|-|31|22|16|4,8|0,1|-|1|30,2|58|42|-
oct-11|23|7|28|21|26|14|21|23|-|-|-|-|-|-|-|43|-|61|27|19|-|3,4|0,6|10,5|-|0,18|0,31|0,39|0,23|0,17|0,1|-|0,4|17|0,02|20|1|-|0,39|-|9|-|8|4,7|-|20|24|19|9,6|0,1|-|1,3|46,3|61|64|-
nov-11|41|31|11|38|44|60|9|44|-|-|-|-|-|-|-|46|-|83|46|35|-|3,8|1,4|18,5|-|0,91|1,17|1,43|0,88|0,6|0,2|-|0,7|27|0,05|33|4|-|1,2|-|13,3|-|35|9|-|8|42|35|18,3|0,1|-|1,4|65|-|-|-
déc-11|38|21|18|22|42|40|13|27|-|-|-|-|-|-|-|58|-|77|30|24|-|2,4|0,8|24,4|-|0,79|0,94|1,17|0,75|0,52|0,2|-|0,5|17,9|0,04|31|3|-|1|-|8,3|-|28|4,5|-|13|26|22|11,5|0,1|-|1,4|66,4|62|73|-
janv-12|39|21|16|26|41|40|12|31|-|-|-|-|-|-|-|60|-|83|38|29|-|1,6|0,9|22,8|-|0,94|1,22|1,65|0,97|0,71|0,2|-|0,5|14,7|0,06|29|5|-|1,01|-|10,9|-|24|6,9|-|12|30|25|8,5|0,1|-|2,3|65,5|-|-|-
févr-12|35|8|32|38|40|16|25|44|-|0,56|0,49|1,01|0,46|0,4|0,05|63|0,69|66|57|42|-|1,8|1,5|10,8|-|0,67|0,65|1,28|0,72|0,51|0,3|-|0,3|12,6|0,05|29|4|-|0,87|-|12,2|-|8|3,9|-|22|45|38|14,1|0,1|-|1,9|76|-|-|51
mars-12|24|4|56|25|34|15|42|33|-|0,2|0,21|0,35|0,21|0,15|0,03|58|0,24|44|38|27|-|2|0,6|19,8|-|0,15|0,17|0,39|0,21|0,15|0,1|-|0,5|14,3|0,02|24|1|-|0,31|-|10,2|-|6|4,8|-|39|30|21|7,5|0,1|-|1,6|51,3|-|-|38
avr-12|15|2|63|17|17|3|56|17|-|0,1|0,08|0,17|0,1|0,07|0,01|46|0,12|38|25|16|-|0,8|0,4|7,5|-|0,1|0,09|0,22|0,13|0,08|0,1|-|0,4|6,3|0,01|15|1|-|0,18|-|5,3|-|2|4,4|-|-|16|10|5,4|0,1|-|0,9|29,6|-|-|21
mai-12|14|1|65|18|15|2|66|20|-|0,06|0,06|0,11|0,04|0,04|0,01|42|0,06|31|23|16|-|1,1|0,3|12,7|-|-|-|-|-|-|0,1|-|0,4|7|-|15|0|-|-|-|4,4|-|2|5,3|-|-|17|11|3,6|0,1|-|1,1|30|-|-|23
juin-12|16|4|60|24|15|2|60|22|-|0,06|0,05|0,12|0,06|0,05|0,01|46|0,05|40|28|18|-|1,3|0,3|11,7|-|0,05|0,05|0,16|0,07|0,06|0,1|-|0,5|13|0,01|14|1|-|0,1|-|8,7|-|2|10,5|-|63|22|13|7,3|0,1|-|1,5|33,5|45|33|27
juil-12|12|2|66|21|14|1|63|20|-|0,04|0,02|0,06|0,03|0,02|0,01|46|0,02|32|26|18|-|0,9|0,3|9,5|-|0,04|0,04|0,1|0,06|0,03|0,1|-|0,4|10,2|0,01|12|1|-|0,07|-|7,7|-|1|6,1|-|66|21|12|4,1|0,1|-|1|30,5|41|21|22
août-12|11|1|75|24|15|1|62|23|-|0,05|0,04|0,07|0,03|0,03|0,01|49|0,03|28|32|20|-|2|0,3|11,3|-|0,02|0,03|0,06|0,03|0,03|0,2|-|0,4|10|0,01|14|1|-|0,04|-|8,2|-|1|5,6|-|66|25|14|4,8|0,1|-|1,7|30,9|44|19|25
sept-12|16|3|47|26|22|5|35|23|-|0,07|0,05|0,11|0,06|0,04|0,01|50|0,07|41|28|19|-|2,4|0,6|15,8|-|0,05|0,05|0,12|0,07|0,05|0,1|-|0,4|13,6|0,01|22|1|-|0,09|-|8,4|-|6|4,3|-|40|24|13|6,9|0,1|-|1,2|40|49|37|31
oct-12|23|11|23|24|26|19|16|25|-|0,2|0,24|0,3|0,2|0,13|0,02|49|0,22|64|35|21|-|1,6|0,5|9,6|-|0,23|0,29|0,38|0,23|0,16|0,1|-|0,3|20,3|0,03|24|1|-|0,29|-|11,5|-|14|5,2|-|19|24|15|13,3|0,1|-|1|51,4|52|62|33
nov-12|31|25|19|27|32|37|16|28|-|0,84|1,07|1,02|0,7|0,49|0,06|46|0,88|79|35|28|-|2,4|0,7|8,1|-|0,75|0,95|1,01|0,73|0,48|0,2|3,9|0,1|23,1|0,06|25|3|-|0,85|-|12,8|-|26|2,1|-|16|27|20|16,6|0,1|-|0,8|51,3|54|80|36
déc-12|27|20|19|22|41|26|13|23|-|0,96|1,06|1,1|0,74|0,52|0,06|56|0,91|78|31|24|-|1,3|0,6|6|-|0,79|0,94|1,13|0,67|0,52|0,2|2,6|0,1|15,4|0,09|33|3|-|0,94|-|6,5|-|17|1,3|-|15|25|20|7,8|0,1|-|0,8|34,6|64|73|31
janv-13|28|23|15|30|43|27|10|32|-|0,54|0,48|0,78|0,56|0,35|0,04|58|0,58|81|42|31|-|1,4|0,8|7|1,7|0,51|0,93|1,27|0,71|0,49|0,3|2,3|0,2|14,7|0,18|32|4|0,4|1,15|1,1|8|-|19|1,3|0,6|10|32|26|13,8|0,1|2,5|0,9|42,7|59|66|38
févr-13|26|16|34|31|-|-|24|33|-|0,49|0,53|0,82|0,56|0,36|0,05|60|0,6|68|47|34|-|1,1|1,1|14,2|1,8|0,36|0,76|1,08|0,62|0,42|0,2|3,3|0,2|11,9|0,15|30|3|0,3|1|0,7|7,8|-|12|1,7|0,3|26|34|29|10,2|0,1|2,1|0,9|46,7|61|52|43
mars-13|23|11|45|26|35|8|32|27|-|0,43|0,74|0,74|0,5|0,37|0,06|56|0,76|54|44|30|-|1,3|0,6|9,2|1,5|0,13|0,34|0,55|0,31|0,21|0,2|2,6|0,2|12|0,08|27|2|0,3|0,54|0,9|8|-|7|1,5|0,4|33|30|23|8,2|0,1|2,1|0,6|40,1|52|41|35
avr-13|15|7|57|22|23|4|47|23|-|0,11|0,1|0,22|0,13|0,09|0,02|53|0,14|47|37|26|-|1,6|0,4|13,2|0,9|0,06|0,13|0,26|0,15|0,09|0,1|1,3|0,1|19,6|0,03|20|2|0,3|0,25|0,9|5,3|-|4|1,4|0,4|43|25|18|6,2|0,1|1,9|0,5|30,3|43|35|27
mai-13|9|4|59|11|13|2|50|11|-|0,05|0,04|0,08|0,04|0,03|0,01|46|0,04|44|23|15|-|1|0,3|12,6|0,6|0,02|0,05|0,08|0,04|0,03|0,1|2|0,1|7|0,01|13|1|0,3|0,09|0,8|4,1|-|2|1|0,4|45|13|7|5,7|0,1|1,3|0,4|20,9|42|32|15
juin-13|9|4|67|18|14|1|58|18|-|0,05|0,04|0,08|0,04|0,03|0,01|48|0,03|37|27|20|-|1,1|0,3|34,5|0,5|0,01|0,03|0,08|0,04|0,03|0,1|2,1|0,1|9,7|0,01|14|0|0,3|0,06|0,8|6,8|-|2|1,9|0,3|-|21|10|4,7|0,1|1,4|1,1|42,1|51|33|24
juil-13|10|4|82|24|13|1|70|23|-|0,03|0,02|0,04|0,02|0,01|0,01|48|0,02|29|35|26|-|2,1|0,3|16,9|0,5|0,01|0,02|0,04|0,01|0,01|0,1|1,4|0,1|7,8|0,01|13|0|0,3|0,04|0,9|5,1|-|1|0,9|0,4|-|24|13|3,9|0,1|2,4|0,5|28,9|48|18|27
août-13|8|3|73|21|12|1|57|20|-|0,03|0,02|0,05|0,02|0,02|0,01|43|0,02|27|29|21|-|1,1|0,3|15,3|0,7|0,01|0,02|0,05|0,02|0,02|0,1|1,8|0,1|7,6|0,01|11|0|0,3|0,05|0,9|4,8|-|1|1|0,4|-|22|12|3,2|0,1|1,6|0,6|24,1|37|15|25
sept-13|13|7|45|17|19|5|34|20|-|0,05|0,04|0,09|0,04|0,03|0,01|46|0,04|44|28|19|-|2,7|0,4|24,3|0,9|0,1|0,15|0,25|0,12|0,08|0,1|3,3|0,2|13,6|0,04|17|1|0,4|0,22|1,2|6,4|-|5|1,5|0,5|-|19|12|5,7|0,1|2,3|0,7|38,7|51|34|25
oct-13|16|10|23|19|21|10|18|18|-|0,07|0,05|0,1|0,06|0,04|0,01|46|0,04|64|22|11|-|1,5|0,4|35,6|1|0,08|0,13|0,22|0,11|0,08|0,1|3,4|0,2|11,4|0,04|19|1|0,4|0,23|1,3|7,9|-|12|1,6|0,6|-|17|-|4,9|0,1|6,8|0,6|55,4|46|52|27
nov-13|-|-|15|21|31|21|14|23|-|0,39|0,53|0,58|0,39|0,26|0,06|49|0,46|75|30|20|-|1,8|0,9|16|1,2|0,29|0,61|0,8|0,42|0,31|0,2|3,7|0,1|13|0,14|25|4|0,5|0,75|1,2|8|-|18|1,6|0,6|-|21|13|7,5|0,1|58,1|0,6|40,6|49|61|28
déc-13|42|34|20|31|46|-|15|37|-|1,35|1,89|1,67|1,11|0,76|0,2|53|1,31|98|45|28|-|3,5|1,1|37,8|1,97|0,88|1,34|1,62|0,91|0,63|0,4|5,9|0,3|26,3|0,29|36|8|0,81|1,36|2,53|14,9|-|43|3|1,05|18|33|25|13,3|0,1|31,2|1,2|85,2|-|100|43
janv-14|35|22|19|21|39|38|13|25|-|0,54|0,86|0,81|0,59|0,37|0,11|56|0,67|92|33|19|-|2,29|0,64|19,56|1,49|0,45|0,94|1,08|0,61|0,42|0,13|3,55|0,14|16,43|0,16|34|7|0,53|1|1,43|9,74|-|31|1,47|0,61|18|23|17|8,6|0,1|2,96|0,58|47,09|52|76|29
févr-14|30|7|36|15|34|11|30|16|-|0,24|0,32|0,36|0,27|0,17|0,07|52|0,31|61|25|11|-|2,56|0,38|32,27|1,09|0,19|0,34|0,49|0,25|0,18|0,08|3,43|0,09|11,86|0,07|28|5|0,25|0,44|0,68|9,38|-|9|1,52|0,29|32|14|8|6,45|0,19|1,62|0,5|46,23|51|51|21
mars-14|26|4|52|27|34|10|43|29|-|0,13|0,15|0,29|0,19|0,12|0,04|55|0,2|45|39|21|-|2,72|0,62|19,92|1,21|0,06|0,14|0,3|0,15|0,11|0,14|4,2|0,18|17,48|0,04|27|5|0,51|0,25|1,31|8,91|-|7|1,63|0,59|42|28|19|8,24|0,13|3,32|0,96|36,98|52|31|33
avr-14|18|4|66|22|21|4|56|23|-|0,09|0,08|0,15|0,09|0,06|0,02|51|0,09|46|31|13|-|2,13|0,41|14,43|0,73|0,05|0,07|0,15|0,06|0,05|0,1|3,99|0,18|10,41|0,02|20|3|0,26|0,13|0,63|8,9|-|4|1,32|0,3|47|21|9|5,59|0,09|1,36|1,18|25,64|45|27|29
mai-14|13|2|68|13|14|1|61|14|-|0,04|0,03|0,07|0,04|0,03|0,01|45|0,04|39|19|11|-|1,34|0,24|11,86|0,46|0,04|0,05|0,08|0,05|0,03|0,1|3,05|0,14|6,94|0,01|15|2|0,23|0,08|0,71|5,93|-|1|1,1|0,34|54|13|6|3,14|0,09|1,01|0,74|20,41|38|19|21
juin-14|14|2|82|19|14|1|77|19|-|0,04|0,03|0,06|0,03|0,02|0,01|48|0,03|34|29|16|-|2,33|0,43|20,7|0,54|0,01|0,02|0,03|0,01|0,02|0,1|3,83|0,25|10,07|0,01|16|1|0,31|0,04|0,94|9,55|-|1|2,03|0,41|67|21|10|5,32|0,09|1,56|1,3|29,72|45|19|29
juil-14|14|2|59|16|12|1|56|16|-|0,06|0,05|0,07|0,04|0,03|0,01|43|0,04|38|24|13|-|1,71|0,25|15,84|-|0,01|0,03|0,04|0,01|0,02|0,13|2,82|0,11|6,71|0,01|14|0|-|0,06|-|5,33|-|1|1,02|-|48|16|8|3,58|0,1|-|0,43|24,07|40|21|22
août-14|13|2|56|17|12|1|50|17|-|0,04|0,03|0,05|0,02|0,02|0,01|37|0,02|30|20|11|-|1,88|0,33|17,04|0,62|0,02|0,04|0,08|0,04|0,03|0,09|2,86|0,11|8,52|0,02|14|0|1,74|0,09|5,57|4,42|-|2|0,89|2,4|41|16|7|3,25|0,09|1,42|0,4|24,74|38|20|21
sept-14|18|4|47|24|20|5|39|24|-|0,05|0,03|0,1|0,04|0,03|0,01|45|0,04|46|28|15|-|2,24|0,43|11,99|0,65|0,02|0,04|0,08|0,05|0,03|0,1|-|0,16|12,23|0,01|20|1|0,43|0,07|1,43|8,79|-|5|1,19|0,67|33|22|12|5,26|0,06|1,91|0,62|27,88|44|34|34
oct-14|22|8|27|20|28|17|20|-|-|0,22|0,3|0,33|0,19|0,15|0,02|44|0,27|60|28|14|-|2,21|0,49|9,38|0,8|0,07|0,17|0,24|0,15|0,09|0,21|-|0,3|13,69|0,04|24|1|0,46|0,22|1,49|10,21|-|11|1,45|0,64|20|22|12|5,97|0,06|2,14|0,65|36,15|51|50|31
nov-14|34|23|12|24|36|42|11|23|-|0,47|0,82|0,87|0,51|0,4|0,05|45|0,75|85|31|21|-|2,11|0,57|7,94|1,33|0,328|0,891|0,944|0,524|0,391|0,15|-|0,25|14,61|0,187|31|3|0,5|0,949|1,41|10,59|-|34|1,18|0,63|11|26|18|6,67|0,06|3,07|0,39|43,6|57|89|33
déc-14|36|28|15|19|36|38|12|20|-|0,84|1,06|1,23|0,75|0,55|0,07|52|0,96|94|29|19|-|2,54|0,65|11,34|1,56|0,368|0,866|1,053|0,582|0,417|0,15|-|0,21|18,58|0,181|27|3|0,4|0,942|1,18|8,54|-|29|5,03|0,57|12|23|17|5,79|0,06|2,47|0,56|39,84|56|85|28
janv-15|39|22|19|18|42|35|20|21|-|0,817|1,685|1,796|0,995|0,821|0,095|59|1,528|89|34|23|-|4,03|0,58|8,47|1,45|0,528|0,892|1,081|0,685|0,49|0,28|-|0,15|16,63|0,073|28|3|0,37|0,828|1,2|8,84|-|26|1,62|0,54|14|25|20|9,26|0,05|2,27|0,4|46,22|55|75|30
févr-15|34|9|28|24|44|17|29|22|-|0,342|0,415|0,579|0,374|0,268|0,036|62|0,441|70|37|23|-|2,16|0,61|6,95|1,45|0,373|0,476|0,773|0,601|0,347|0,2|-|0,14|14,52|0,041|27|3|0,4|0,54|1,4|10,44|-|10|1,82|0,62|18|25|20|8,3|0,03|2,12|0,64|42,49|57|55|30
mars-15|28|6|40|27|33|10|37|25|-|0,174|0,25|0,384|0,256|0,17|0,025|55|0,314|51|38|25|-|2,28|0,44|8,24|1,19|0,109|0,207|0,359|0,238|0,149|0,13|-|0,2|12,57|0,023|23|2|0,32|0,274|0,96|7,8|-|6|1,78|0,45|25|29|23|5,82|0,06|1,78|0,68|39,47|52|37|31
avr-15|15|2|67|15|21|3|66|13|-|0,089|0,072|0,139|0,1|0,059|0,008|51|0,091|40|29|16|-|1,35|0,53|7,56|0,76|0,038|0,052|0,105|0,075|0,043|0,07|-|0,2|8,09|0,008|20|1|0,28|0,086|0,9|6,73|-|3|1,09|0,48|46|16|9|4,46|0,04|1,45|0,73|24,14|45|24|20
mai-15|13|1|69|17|16|1|66|13|-|0,053|0,032|0,085|0,053|0,033|0,007|48|0,052|38|26|15|-|1,47|0,32|7,89|0,53|0,018|0,024|0,069|0,047|0,028|0,05|-|0,16|7,31|0,007|15|0|0,28|0,057|0,89|6,94|-|3|0,98|0,48|50|15|9|4,19|0,03|1,46|0,77|25,1|43|28|23
juin-15|14|2|74|16|15|1|73|13|-|0,051|0,037|0,066|0,041|0,024|0,007|47|0,039|30|28|17|-|1,68|0,28|8,32|0,43|0,008|0,01|0,031|0,016|0,011|0,05|-|0,23|9,09|0,007|15|0|0,27|0,025|0,91|7,23|0,03|2|1,42|0,47|64|16|9|3,55|0,03|1,48|0,83|23,79|43|22|20
